id,name,code,account_type,chart_template_id/id,reconcile
lb_47190,أعباء أخرى واجب توزعھا على عدة دورات مالة,47190,asset_receivable,l10n_lb.lb_chart_template_standard,TRUE
lb_472,أعباء محتسبة مسبقا,472,asset_receivable,l10n_lb.lb_chart_template_standard,TRUE
lb_473,إيرادات محتسبة مسبقا,473,liability_current,l10n_lb.lb_chart_template_standard,TRUE
lb_474,أعباء برسم الدفع,474,liability_current,l10n_lb.lb_chart_template_standard,TRUE
lb_48,الحسابات المؤقتة وقد التسوية,48,liability_current,l10n_lb.lb_chart_template_standard,TRUE
lb_481,حسابات التوزيع الدوري للأعباء,481,liability_current,l10n_lb.lb_chart_template_standard,TRUE
lb_482,حسابات التوزيع الدوري للإيرادات,482,liability_current,l10n_lb.lb_chart_template_standard,TRUE
lb_49,مؤونات لمواجھة ھبوط قيم حسابات الذمم,49,liability_current,l10n_lb.lb_chart_template_standard,TRUE
lb_491,مؤونات ھبوط قم الذمم المدينة - الزبائن,491,liability_current,l10n_lb.lb_chart_template_standard,TRUE
lb_495,مؤونات ھبوط قيم حسابات الشركاء,495,liability_current,l10n_lb.lb_chart_template_standard,TRUE
lb_496,مؤونات ھبوط قيم حسابات الذمم المدينة المختلفة,496,liability_current,l10n_lb.lb_chart_template_standard,TRUE
lb_49680,مدينون مختلفون - للإستثمار,49680,liability_current,l10n_lb.lb_chart_template_standard,TRUE
lb_49690,مدينون مختلفون - خارج الإستثمار,49690,liability_current,l10n_lb.lb_chart_template_standard,TRUE
lb_50,سندات توظيف,50,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_501,أسھم صادرة عن الشركة ومعاد شراؤھا من قبلھا,501,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_502,سندات تمنح حامليھا حق الملكية,502,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_505,سندات دين وقسائم صادرة عن الشركة,505,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_506,سندات تمنح حامليھا حقوق الدائنين,506,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_51,المؤسسات المالية,51,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_511,شيكات وقسائم برسم القبض,511,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_512,بنوك,512,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_51210,بنوك حساب جاري,51210,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_51220,الحسابات المكشوفة,51220,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_51230,إعتماد,51230,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_51240,كفات,51240,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_51250,إداعات,51250,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_51260,أوراق دفع - بنوك,51260,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_519,مؤسسات التميول,519,liability_current,l10n_lb.lb_chart_template_standard,TRUE
lb_53,الصندوق,53,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_531,الصندوق,531,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_53101,الصندوق ل.ل,53101,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_53102,الصندوق $,53102,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_53111,صندوق النثريات ل.ل,53111,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_53112,صندوق النثريات $,53112,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_532,شيكات مرتجعة,532,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_533,شيكات باليد,533,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_534,سندات مرتجعة,534,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_535,شيكات برسم التحصيل,535,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_58,التحويلات الداخلية,58,asset_cash,l10n_lb.lb_chart_template_standard,TRUE
lb_59,مؤونات ھبوط أسعار سندات التوظيف,59,liability_current,l10n_lb.lb_chart_template_standard,TRUE
lb_60,مشتريات البضاعة وقيمة التغيير في المخزون,60,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_601,مشتريات البضاعة,601,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_60110,مشتريات البضاعة,6011000001,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_60111,مشتريات من أشخاص لا يوجد لھم مكان عمل,60111,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_60119,مشتريات من أشخاص لا يوجد لھم عمل,60119,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_60120,العبوات,60120,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_60181,نقليات,60181,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_60182,سمسرة وعمولات,60182,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_60183,تأمين على الشحن,60183,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_60184,أتعاب مخلصي البضاعة,60184,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_60185,رسوم جمركية,60185,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_60190,حسومات مكتسبة,60190,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_605,قيمة التغيير في مخزون البضاعة,605,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_60510,مخزون أول المدة أو المخزون المستلم,60510,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_60520,مخزون آخر المدة أو كلفة البضاعة المباعة,60520,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61,مواد أولية وإستھلاكية مستخدمة,61,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_611,مشتريات المواد الأولية والإستھلاكية للقطاع التجاري,611,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61110,شراء مواد أولية,61110,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61111,مواد أولية أ,61111,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61112,مواد أولية ب,61112,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61119,مشتريات مواد أولية من أشخاص ليس لھم مكان عمل,61119,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61120,شراء مواد ولوازم إستھلاكية,61120,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61121,محروقات,61121,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61122,مواد الصيانة,61122,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61123,لوازم للمشغل والمصنع,61123,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61124,لوازم للمخزن,61124,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61125,لوازم مكتبية,61125,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61126,مصارف مياه وكھرباء,61126,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61131,عبوات  تسترد,61131,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61132,عبوات تسترد ويعاد إستعمالھا,61132,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61133,عبوات تستعمل على أوجه مختلفة,61133,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61181,نقليات,61181,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61182,سمسرة وعمولات,61182,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61183,تأمين على الشحن,61183,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61184,أتعاب مخلصي البضاعة,61184,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61185,رسوم جمركية,61185,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61189,مختلف,61189,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61190,حسومات مكتسبة ( بالتفصيل),61190,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_612,مشتريات المواد الأولية والإستھلاكية للقطاع الصناعي,612,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61210,شراء مواد أولية,61210,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61211,مواد أولية أ,61211,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61212,مواد أولية ب,61212,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61219,شراء مواد اولية من موردين غر مقيمين,61219,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61220,شراء مواد ولوازم إستھلاكية,61220,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61221,محروقات,61221,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61222,مواد الصيانة,61222,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61223,لوازم للمشغل والمصنع,61223,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61224,لوازم للمخزن,61224,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61225,لوازم مكتبية,61225,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61230,شراء عبوات,61230,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61231,عبوات لا تسترد,61231,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61232,عبوات تسترد ويعاد إستعمالھا,61232,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61233,عبوات تستعمل على أوجه مختلفة,61233,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61280,مصارف إضافية على شراء مواد أولية وإستھلاكية,61280,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61281,نقليات,61281,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61282,سمسرة وعمولات,61282,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61283,تأمين على الشحن,61283,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61284,أتعاب مخلصي بضاعة,61284,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61285,رسوم جمركية,61285,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61289,مختلف,61289,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_615,قيمة التغيير في مخزون المواد الأولية والإستھلاكية,615,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61511,مخزون أول المدة للقطاع التجاري أو البضاعة المستلمة,61511,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61512,مخزون أول المدة للقطاع الصناعي أو البضاعة المستلمة,61512,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61521,مخزون آخر المدة للقطاع التجاري أو كلفة البضاعة المستعملة,61521,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61522,مخزون آخر المدة للقطاع الصناعي أو كلفة البضاعة المستعملة,61522,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61523,كلفة اشغال,61523,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_61524,كلفة أداء الخدمات,61524,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62,أعباء خارجية أخرى,62,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_621,مشتريات من ملتزمين ثانويين,621,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62110,ملتزم ثانوي أ,62110,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62120,ملتزم ثانوي ب,62120,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62190,حسومات مكتسبة على مشتريات من ملتزمين ثانويين,62190,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_625,الأتاوى,625,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62510,إيجار - قرض أموال منقولة,62510,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62520,إيجار - قرض أموال غير منقولة,62520,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62530,حقوق الإمتياز,62530,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62540,براءات,62540,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62550,إجازات,62550,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62560,علامات,62560,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62570,أساليب,62570,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62580,حقوق وقيم مماثلة,62580,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_626,الخدمات الخارجة,626,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62611,نفقات نقل للموجودات,62611,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62612,نفقات النقل المشترك للمستخدمين,62612,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62615,نفقات البريد والإتصالات السلكية واللاسلكية,62615,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62620,الصيانة والتصليحات,62620,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62631,الإيجارات,62631,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62632,أعباء تأجيرية أخرى,62632,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62641,تشريفات,62641,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62642,نقل وإنتقال,62642,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62644,مصارف التمثيل القانونية,62644,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62644001,أعضاء مجلس إدارة,62644001,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62644002,موظفون ومدراء,62644002,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62645,مصارف تمثيل إضافية,62645,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62645001,أعضاء مجلس الادارة,62645001,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62645002,موظفون ومدراء,62645002,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62649,مختلف,62649,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62649001,ملابس الموظفين,62649001,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62651,المستخدمون المؤقتون,62651,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62652,أجور الوسطاء (عملاوت مدفوعة),62652,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62653,بدلات أتعاب غير خاضعة للضريبة,62653,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62654,بدلات أتعاب خاضعة للضريبة كأشغال,62654,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62655,بدلات أتعاب خاضعة للضريبة كخدمات,62655,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62656,أجور مقطوعة,62656,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62662,التوثيق,62662,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62670,الدراسات والبحوث,62670,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62680,أقساط التأمين,62680,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62691,خدمات صحية,62691,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62692,خدمات مالية ( مصاريف على سندات وأوراق مالية),62692,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62693,دعاية وإعلان,62693,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62698,نفقات صاحب المؤسسة,62698,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_62699,نفقات اخرى,62699,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63,أعباء المستخدمين,63,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_631,رواتب وأجور المستخدمين,631,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63110,الرواتب,63110,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63120,الأجور,63120,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63130,حصة المضمون من المرض و الامومة,63130,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63131,حسومات من الراتب الاساسي,63131,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63140,العمولات الثابتة,63140,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63150,فرص مدفوعة,63150,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63160,البدلات المدفوعة للمديرين الذين يتمتعون بأغلبية في ملكة الم,63160,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63161,رواتب الشركاء,63161,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63170,البدلات المدفوعة لأعضاء مجلس الإدارة,63170,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63171,البدلات المدفوعة لصاحب المؤسسة,63171,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63180,ساعات إضافية,63180,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_635,أعباء إجتماعة ( ضمان اجتماعي ...),635,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63510,أعباء ضمان إجتماعي,63510,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63521,تنقلات أعضاء مجلس الإدارة,63521,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63522,تنقلات الموظفين,63522,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63523,تنقلات رب العمل,63523,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63524,تنقلات الشركاء,63524,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63525,بدل سيارة,63525,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63530,أعباء أقساط مدرسية,63530,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63531,منح إختصاص,63531,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63532,إعداد وتدريب,63532,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63540,أعباء أقساط تأمين مستخدمين,63540,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63541,تأمين المدراء,63541,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63542,تأمين الشركاء,63542,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63543,تأمين أعضاء مجلس الإدارة,63543,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63544,تأمين رب العمل,63544,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63550,تعويض نھاية خدمة إضافي,63550,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63590,تعويضات سكن,63590,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63591,تعويضات طعام,63591,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63592,تعويضات ملبس,63592,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63593,تعويضات أمانة صندوق,63593,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63594,منح زواج,63594,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63595,منح ولادة,63595,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63596,مساعدات مرضية,63596,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63597,مساعدات وفاة,63597,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63598,تقديمات أو منح أخرى غير جائز تنزيلھا ضريبيا,63598,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_63599,تقدمات أو منح أخرى جائز تنزليھا ضريبيا,63599,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_64,ضرائب ورسوم ومدفوعات مماثلة,64,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_641,على الرواتب والاجور وبدلات الاتعاب,641,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_64110,ضريبة الأجور والرواتب,64110,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_64120,ضريبة غير مقيمين مواد 41/42,64120,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_64130,ضريبة الأجور المقطوعة,64130,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_642,ضرائب ورسوم للبلديات,642,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_643,ضرائب على المبعيات غير قابلة للإسترداد,643,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_644,رسوم تسجيل,644,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_645,ضرائب ورسوم ومدفوعات مماثلة أخرى,645,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_64510,ضريبة مقطوعة,64510,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_64520,ضريبة إرادات رؤوس الأموال المنقولة,64520,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_64521,ضريبة على مخصصات مجلس الإدارة,64521,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_64522,ضريبة على بدلات حضور المساھمين بالجمعيات العمومية ومجلس الإدارة,64522,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_64523,ضريبة على الفوائد المقبوضة,64523,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_64524,ضريبة 5% على الفوائد المحسومة,64524,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_64531,ضريبة املاك المثبتة للبناء المؤجر,64531,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_64532,ضريبة املاك المثبتة للبناء غير المؤجر,64532,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_65,مخصصات الإستھلاكات والمؤونات للإستثمار,65,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_651,مخصصات الإستھلاكات,651,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_65110,أصول ثابتة غير مادية,65110,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_65120,أصول ثابتة مادية,65120,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_65150,أعباء للتوزيع على عدة دورات,65150,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_655,مخصصات المؤونات,655,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_65510,مؤونات ھبوط أسعار الأصول الثابتة غير المادية,65510,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_65520,مؤونات ھبوط أسعار الأصول الثابتة المادية,65520,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_65530,مؤونات ھبوط أسعار المخزون وقيد الصنع,65530,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_65540,مؤونات ھبوط قيم الذمم المدينة,65540,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_65551,مؤونة لمواجھة خسائر ديون عند إعلان إفلاس,65551,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_65552,مؤونة لدفع تعويض نھاية صرف من الخدمة,65552,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_65553,مؤونة لدفع معاشات التقاعد,65553,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_65554,مؤونة لتعويضات طوارئ العمل,65554,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_65590,مخصصات مؤونات لمواجھة الأعباء,65590,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_66,أعباء إدارية عادية أخرى,66,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_661,أعباء إدارية أخرى,661,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_66111,بدت حضور أعضاء مجلس إدارة,66111,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_66112,مخصصات مجلس إدارة,66112,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_66113,بدلات حضور المساھمين للجمعايت ومجلس الإدارة,66113,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_66120,خسارة على ذمم الإستثمار المدينة التي ثبت ھلاكھا,66120,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_66190,خسائر عن بضائع أتلفت,66190,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_665,حصة المؤسسة من الخسائر على عمليات مشتركة,665,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_66510,حصة المؤسسة من الخسائر على عمليات مشتركة داخل لبنان,66510,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_66520,حصة المؤسسة من الخسائر على عمليات مشتركة خارج لبنان,66520,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_666,فروقات تغيير في السياسات المحاسبية,666,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67,الأعباء المالية,67,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_673,فوائد وأعباء مشابھة,673,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67310,فوائد على الذمم الدائنة والقروض,67310,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67330,فوائد السندات المربوطة بكفالات,67330,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67341,فوائد مدفوعة للشركاء وصاحب المؤسسة,67341,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67341001,فوائد قانونية على الذمم الدائنة والودائع للشركاء,67341001,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67341002,فوائد إضافية على الذمم الدائنة والودائع للشركاء,67341002,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67342,فوائد مدفوعة لمؤسسات,67342,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67342001,فوائد قانونة على الذمم الدائنة والودائع للمؤسسات,67342001,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67342002,فوائد إضافية على الذمم الدائنة والودائع للمؤسسات,67342002,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67343,فوائد مدفوعة لأشخاص,67343,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67343001,فوائد قانونية على الذمم الدائنة والودائع للأشخاص,67343001,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67343002,فوائد إضافية على الذمم الدائنة للأشخاص,67343002,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67344,فروقات تدوير الكسر,67344,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67350,الخصم الممنوح من المؤسسة,67350,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67360,فوائد مصرفية وفوائد على عملات التمويل,67360,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67370,فوائد مدفوعة لمقرضين,67370,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67380,مصارف وأعباء مصرفية,67380,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67381,طوابع على العقود المالية,67381,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_675,فروقات صرف سلبية,675,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67510,فروقات على عمليات عادية,6751000001,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67520,فروقات على عمليات رأسمالية,67520,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_676,أعباء صافية على عمليات التفرغ عن سندات توظيف,676,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_679,مخصصات الإستھلاكات والمؤونات المالية,679,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67910,إستھلاك علاوات التسديد,67910,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67920,مؤونات ھبوط أسعار الأصول الثابتة المالية,67920,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67940,مؤونات ھبوط أسعار سندات التوظيف,67940,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_67950,مؤونات لمواجھة المخاطر والأعباء المالية,67950,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68,أعباء خارج الإستثمار,68,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_681,القيمة الدفترية للأصول الثابتة المتفرغ عنھا,681,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68110,أصول ثابتة غير مادية,68110,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68120,أصول ثابتة مادية,68120,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68150,أصول ثابتة مالية,68150,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_685,أعباء أخرى خارج استثمار,685,expenses,l10n_lb.lb_chart_template_standard,FALSE
